Review,Brand
"Helo guys, I am your friend Hardeep and today I am going to review Suzuki Access 125. The japanese Suzuki company provide you some good features in this scooter , some are listed as this scooter has a 125 cc engine with 102 model weight which provide better power to rate ratio, it is featured with digital meter, crome head lame which looks it more attractive . This scooter provide an average of 50-55 kmph which is good for the users. This scooter gives you power delivery of 8.6 BHP 7000 RPM . The most useful feature of the scooter is you can control handle lock , opening the seat by single key from same place. More other features are long seat that gives more comfort , one push entral lock system and it also provides mobile charger socket . The company provides the scooter in two models one is drum and other one is disk brake that costs approxi. ₹65000 and ₹ 70000 respectively. I highly recommended if buget is up to marks thanks and keep loving??",Suzuki
Hence you please consider above review while buying anything from this showroom .,Suzuki
Here The Suzuki Access 125 is a leading scooty vehicle in competition to other scooties,Suzuki
Here is my take on the scooter after about 1 and half month of usage.,Suzuki
Here is the best of suzuki access 125 spcl edition and its the best for its mileage about 58 km/hr with support of suzuki eco performance ( SEP) . It got the best relaxing seat provides the rider and pillion good comfort during long rides. Its disc brake function gives a good grip and stoping power on road during high speed.,Suzuki
Here my access 125 model is of 2015 and I like its sound most.becoz when we increase its speed by 40.50.80 it sounds like we have achieved any gearless scooters rider's award and makes our ride happy and enjoyable,Suzuki
Here their is no parking facility in front of my house . here it is a very congested area for all this circumstances this vehicle is very suitable for me . It is vehicle which is suitable for me to park in front of my house . It is east to rida in a congested area with a easy ride . I have a good mileage and service . it gives about 48kms for litre. it ihas a beautiful design and attraction.,Suzuki
Here we are talking about Suzuki Access 125.This is very wonderful scooter for men and special for women.Fuel consumption of Suzuki Access is very fine because of its 125CC engine to perform very well.It gives you mileage of more than 60KMPL.,Suzuki
"Hey Suzuki I love you y bike is suzuki access 125 new this bike ride is amazing and working with you to the right to be a good time to time, but it was not able the same way, but it was not able the same way, but it seems that the company is a great deal with the new year to you by the way, I have a look at the moment, but I think I have a look at the moment",Suzuki
Hey everyone I have brought the suzuki access 125 in 2017 anf its almost 3 years I have been using it and here's honest review what I have been experienced in 3 years. today I am making a review scooter access 125 and what it comes with head lamp on its handle so that you can move your handle in the place where you need the light not like dio on the the chest first thing I have liked in it is the milage it give I think it is the only scooter in india that gives the milage with such capabilities. and also it's seat is larger space under the seat is also good it has a usb plugin in front that charges your phone while your driving.and you can use the.maps while driving too.,Suzuki
"Hey everyone, I am priyanshul nd want to share my experience wid ths beautiful scooter.",Suzuki
Hey friend I am reviewing this bike after riding it 6000 km in 4 months I have done long ride on this bike top speed of bike is 85kmp its a very smooth not vible through traveling top speed it gives 42/43 km average on highways an38/40 in city but friwnd its a very comfertabel bike its come in 4/5 different colour and 2 varient special edition and normal one but engine makes more noise but service of suzuki is very good workshop worker are ver coprate with issue and fix it bike coast me at 64000 on road in pune u must blindly keep trust on this bike go for it,Suzuki
"Hey friends , I recently purchased a Suzuki Access 125 and I want to share my opinion about it .",Suzuki
Hey friends according to me the suzuki access 125 is a very bad scooter. Its controlling is very bad and its features are also very irritating.,Suzuki
Hey guys I am here to tell you something about the new suzuki ( access 125) .,Suzuki
Hey guys I'm Mr. vishal mahla. Tody I want to tell you about suzuki access 125 scootey. Guys this is not good in looking. When we drive it we feel that we are driving a cycle. Guys it's milage is also very low. It milage is below 48km/pl. It's service centers are not so good.price are very high. It's engine is very bad. It can't make a better grip on the road. Not so good in handling. A very wrost scootey. Seat of this scooter is not so comfortable. This isn't comfortable for long drives. The scoers of this bike isn't work properly.,Suzuki
Hey guys Syzuki motors is the best. And suzuki access 125 is very nice scooter. I am very happy to ride this. Very good designed. Stylish scooter. . I drive this bike for travelling any where. Very good milage. Petrol type engine.Not so heavy weight. Light weight scooter. Very good brake. Very comfortable in any road bad road or Good rad. Cofortable for every one. You can easily ride this. Very easy to drive. I am very happy to drive this. So guys I suggest the best for you. So you can try this. Scooter. I thought that you will really enjoying. Very good. Speed. But ride in limit for safe drive.,Suzuki
"Hey guys here is my honest review on this product, first of all suzuki access 125 scooter is dissapointed me at its fuel consuption , yes we indians need more milage , after using a year it give around 35kmpl wich is too low in this segment, I could be imporved",Suzuki
Hey guys how r u. according to my experience I am giving a small review on suzuki access 125 frankly speaking very nice bike for balancing it is very good height of the seat the way of design for holding and for milage we can travel to any where without any pain when compared to other bikes we can balance and this bike capacity,Suzuki
Hey guys now I am sharing about my experiance in suzuki acces 125. 5 month ago my dad gifted me this bike in birthday. So I am very happy. But now this have many problems. In my opinion this bike milage is very low.,Suzuki
Hey guys today I am gonna share my experiences over the sexy scooty Suzuki Access 125.,Suzuki
"Hey guys. So nowadays suzuki access 125 is quite popular in crowd. The model was launched in year 2016, and guys beleive me the suzuki had worked a lot in expanding the features of the scooter. Access 125 is , I can say the best scooter than others. As , I have personally experienced the scooter so according the mileage., the grip , the look, and the all other features are great.",Suzuki
Hey hi' I am roshan. Instantly my brother buy bike suzuki access 125. but I say you don't buy this bike.,Suzuki
Hey my good people todays im sharing my expirence for to this Suzuki Access 125 a bad bike.,Suzuki
"Hey people I am back with another review as you know suzuki access is trending these days so first off all we will talk about its handling first coz it is very necessary to know while purchasing new vehicel so the 12 inch front weel and the telescopic front folks gives the access 125 superlative handling and emergency brakes are there so scooty did not loose composure and it has both stater system kick and electrical and its fuel tank capacity approx 5.6L so no need worry while long drive seat height is approx 780mm so shoter person can also ride it amazingly and ya it will surely look good now talk about its price 57, 501 ruppes( on road price) and its retro looking headlight with a fat chrome strip around it and the side pannels have been redesigned too and thers is the addition of 3d logo as well thats makes access 125 more handsome and big.thank you guys and do like and comment and ask anything about related topics and yes keep cleaning our country.",Suzuki
Hey this is abrar from pakistan hyderabad. I will using this bike along 2 years. no problem and long durability bike. I love suzuki made bikes its have sixth gear was very nice. city riding no problem for example we can ride 30 km in sixth gear. this bike have more plus points likes this heavy bike looking so sweetable bike.ihave same colur bike gear shifting very smooth type its digital konsol stunning indicator gear is very usefull headlight looking good but light power poor tail light super. good bike n give me u r permision salam gud night.,Suzuki
Hey! guys today we will now about suzuki access 125 cc the most enjoyfull and milleage giving scooty this scooty is amazing there is no word to explain this scooty but I am explaning so lets start from its mileage.,Suzuki
"Hey, so here is the best scooty of the year 2018 and I personally love it as I ride on it and I have got one.",Suzuki
"Hi All, I am using Suzuki Access 125 from last 2 years. It is very comfort to drive and provide very good mileage. Access provide best in class driving experience. It has sufficient luggage space and good leg space. It run very smoothly on all kind of Indian roads. I have purchased this vehicle after comparing with Honda Activa and other available vehicle. It is good for female as well as male drivers, any age person can drive this vehicle as per his comfortness. Suzuki has done tremendous work on Access and provide best in class services in market",Suzuki
"Hi All, this is my Second review on mouthshut.com. my name is Lokesh Kumar Sharma and I am riding and I am totally satisfied with it. That's why I am writing my very first review for it.",Suzuki
"Hi Friends, Suzuki access 125 is good scooter but I Said Honda is best scooter ever Suzuki access 125 is light weight scooter so that why everyone drive suzuki access 125 the average of suzuki access 125 is 35-40 and the pick up average suzuki access 125 look is not so good the honda activa also drive men but suzuki access also drive by men but its look is woman style. So I said this scooty is not good.",Suzuki
Hi Guys I have bought this Scooty 2 years ago. no doubt it has been lasted till now. It worth it for money. The mileage has been good enough. I has a stylish look and in good in color. It was very comfortable & very smooth to drive. the wide and long seat is plush and comfortable and it's suitable complemented by the suspension. All sorts of bumps are absorbed quite nicely . Overall Nice & best Scooty to drive,Suzuki
Hi I purchased this Suzuki Access 125. in 2016. My usage is minimal within the city limits only. The mileage is low(30-35kmpl).Pickup and ride comfort is good. Service centres in Delhi are worst. They are worst even compared to non mechanic. They just bill you and return the vehicle as such. good water wash and 3 M polish your service is done. 24K kms the engine has started giving problem enquired with several access customers every body is complaining about the worst service and engine problem after 18K kms.,Suzuki
"Hi all I have done 20, 500 km on my access 125 and would like to give a real feedback. About my driving, I ride my scooty in a very relaxed manner all the time. The first problem arrived after 3 month's of buying was a bent in handle T bar, I thought it's a normal thing it can happen anytime coz of our country's roads, next thing I got to know about was a weard noise coming from gear box I went to service centre these guy's told me it's a manufacturing fault we will fix it and will not charge me anything I was like clueless, thinking myself am I made a mistake buying Suzuki product although they are a Japanese brand, things went smooth for some time and another problem arises engine oil leakage. My scooty engine oil level started dropping down this time. Again the service guy's were very normal saying that it's a normal thing, these engines usually face these kind of problems now and then I am really very SAD after the Suzuki experience. Very bad product. My thoughts are very clear with Suzuki now will never ever suggest someone to buy Suzuki 2 wheeler I doubt about there Bike's coz now a days they are manufacturing big bikes like Hayabusa in India don't know what they will do to it. Please some one from Suzuki Japan do the cross check what is happening in India. Don't spoil your brand image. Suzuki is launching his new scooter Burgman Street with the same engine so people out there please make sure you invest your money wisely.",Suzuki
Hi all access is the worst scooter I ever had in my life I bought it couple of months back I drove only 3500km.,Suzuki
"Hi all, Odo reads 1102km no and I got my first service done. Dealer was co-operative, since it was first service I personally wanted to know the details under hood. Battery is located under front foot rest (Amazed!), the vent you see near leg room is engine cooling duct, Mr sparky is deep inside and to access him with spanner you need to flip open left side small lead. Dry foam type air filter who breaths under the seat. As documented in first service overleaf, oil and oil filter were changed, valve clearance was adjusted, complete wash and wax was done brilliantly.",Suzuki
"Hi companions, I need to scooty in the wake of joining the arrangement, my dad purchased Suzuki Access 125 for me. I am utilizing this scooty furthermore confront numerous issues with it since mileage and apparatus box execution great however economy awful ride quality and taking care of good. I am going to arrangement consistently with my scooty, I'm extremely happy with amid the drive, its taking care of is simple. This scooty is best for relative in short separation, not for long separation. Much obliged.",Suzuki
"Hi everybody, I purchase amazing Suzuki access 125 -2011model for my father, and I also often drive satisfied with no major maintenance.",Suzuki
"Hi everybody, i own feb 2009model suzuki acess, 3200km covered. when i booked scooter remetting full amount the dealer told me they will deliver within a week but i got scooter after 12days , they bought the scooter from some other dealer of other district 172km away from mine district because heavy booking instead of transporting it , they drove the scooter from there till here at top speed, after the 2nd service i came know about this matter from their foreman before buying one.",Suzuki
"Hi folks, I have been using this vehicle from March 2010. I thought to check the performance of the vehicle before giving a true feedback.",Suzuki
"Hi freinds I just bought access on july 20th 2011 from doon suzuki dehradun.after one month compelete1500 km.i fell this is the best vehicle.i use diffrent two wheelers like chetak, select  and activa also but I found this is the best when you ride balance like car comfortable seating postion.very good pickup with two pasengers with small  backpack.its you can drive even in mountain area it give good pickup in hill route.i drive access on dehradun to mussorie and other hill routes around dehradun it gives good pickup.control and handling is very good.it give very good speed on highways you can leave behind cars and other bikes.breaks are very good working.only one problem it have very less leg space you cant put  easily 20kg. rice bag there.doon suzuki dealer and servicing center is very good in work.i found milage in normal condition 40 km/l.starting never problem both kick and self.",Suzuki
Hi friend I am madan vishwakarma write a negative review on this product. Its product very harmless. Because no good avarage. I am all pocket money repair in this access125 . Its is not good,Suzuki
Hi friend this is your friend my name is  the bharat I wont to speak and share my personal experience about the one of the good and one of the best bike at all over india is the suzuki access 125 it was a very good bike and it was a very good to using .one of the best company of the suzuki company it was know everyone is the suzzzzzzuki is the one of the private company and it was to be a belong to the forgaion comapny it was a very good one bike such a nice one,Suzuki
Hi friend today I am sharing my personal experience with the Suzuki motors I will start with comfort,Suzuki
"Hi friends , I am a user of Suzuki access since from 6 years and I have became fan of it in very short duration of time. Access is not just a scooter, if you really feel the power of its 125cc engine and exhaust sound you will definitely feel driving a bike.",Suzuki
"Hi friends , Now I just talking about New Suzuki Access 125 . When I buy this Scooty , I have so many question in my mind , that is it comparable for all other scootys . Afterwards . I compare different scootys with it . Then I had found . Looks wise : It's superb , mileage wise : Awesome , Sporty looks, Seat comfort : Best, . Then I will decide , I buy that scootys anyhow . Afterwards I bought that scootys .I m still using the scooty , and there is no such kind of of problem I m facing . So Suzuki Access 125 is best . Thank you",Suzuki
Hi friends .i am apoorva.I want to give you guys review on my new birthday gift Suzuki access 125. my boyfriend gifted me this on my birthday.I am so blessed to get this on my big day.its very easy to handle.unlike other scooty this is very lightweight and adorable looking.I bought a one in darkblue color .you will also find other shades of this model too.its very easy to drift and it hardly skids on the road.it has large space for keeping all those necessary things.I use to take to grocery buying and fill up the space with large amount of vegetables.and its too easy to handle and drive.I love this Suzuki access 125.I hope you guys will buy this and find the same as I feel about this amazing vehicle.,Suzuki
Hi friends Now I discussed about suzuki 125. This bike was newest and marvelous bike for all generation. This is economically useful for petrol consumption. It's nick name is Lower drinker. It is very useful for all users and bike riders. it is better than all other 110cc like activa and other bikes. it gives more mileage with low fuel.,Suzuki
Hi friends here is experience about this on scooter which is Sujuki Access 125.,Suzuki
Hi friends this day I am say about the Suzuki access 125 this ye Kam pita hai this add you must be watch this is very good add this is really eat must be small oil this is best one of Suzuki brand is you have Suzuki access 125 this is goodthink I have also this Suzuki access 125 my mother is driving it you must be go on the Suzuki access 125 saw room and buy it this is oppinion os Suzuki access 125,Suzuki
Hi friends today I am going to give the details about the suzuki access it is verry verry comfert scooty to the womens it also nice to the men the displacement of this scooty is 124 cc maximum power of this is 8.58BHP@7000rmp and the maximum torque of this is 9.8Nm@5000 rmp it has the one cylinder it has no gares it is an automatic the seat height of this vehicle is 780 mm the ground clearance of this vehicle is 160mm and the net weight of this vehicle is 112kg it has the nice capacity of the tank is 6 lts it has the top speed is 92 kmpl thankyou,Suzuki
"Hi friends today I am going to review suzuki access 125 . so guys I purchased this scooter 2 years ago and I have to sell it within a year .i purchased this scooter because I wanted to buy one to go to college and anywhere and one more reason was that I believe the suzuki brand . the mileage of this scooter was initiall good but it went down very fastly and after 6-7 months it's mileage was downgraded by 15 km which was a very poor condition for me.my driving experience was overall good but the engines and brakes of this scooter was started getting poor very fast, and this scooter demanded a lot of maintenance.i have spend a lot on this scooter after I purchased it.i think it is better to buy any other scooter than this for example you can go for activa or pleasure.a student should never buy this scooty because it's tough to maintain it.",Suzuki
Hi friends today I am going to share my experience about suzuki access . Suzuki is one of the best company in motor industry . We bought this scooty for my sister .,Suzuki
Hi friends! I am using Suzuki access 125 in my home town past 1 year. It very nice model and good performance one. So I have share my best reviews.,Suzuki
"Hi friends, I have bought this bike in jan2016. Coming to the mileage, the company says it will gives you aroubmnd 60kmpl but in reality it gives 40-46 kmpl in chennai city traffic condition. Other scooters like jupiter gives 56 kmpl. Comfort, it has a good shock obserbers so that you can drive comfortably even in dirty roads and it has huge space for luggage so you can use this bike for heavy works nice comfortably.",Suzuki
"Hi friends, I have bought this scooter in 2015 August. Coming to the mileage the",Suzuki
"Hi friends, Suzuki Access 125 is royal scooter. it is a competitor of Activa Honda.  mileage of scooter is good. it is comfortable. you can drive it a long time with ease. it comes in a variant color.  price of scooter is affordable. company provide it with down payment . wheel of scooter is reliable . road griping is superb. company provide three free service in one year . 125 CC engine give it sufficient power. it is suitable for all age group . customer support and service is nice.",Suzuki
"Hi friends, here I am sharing my review on acces 125 I have purchased this 3 months before. Its contains a very good features like headlamps is very good it contains high beam light. It has a digital and analog meter. Its had a front disc brake that is very useful in case of emergency and its provide a better braking ability. Its driving is very smooth and comfortable. As we talk about its suspension so that is very excellent. The pickup of this scooter also very good .Its looks like an luxury.",Suzuki
"Hi friends, on 4th August I bought Access 125 vehicle - Metallic Grey Color- though I was for Activa but waiting time and response from Honda showroom people could not impress me. In turn the other choice I have is to go for Suzuki Access 125 - with lot of research on this finally dared to purchase Access 125. While riding it though I have paid Rs.58, 000/- still it looks like that every penny I spent on it is worth.",Suzuki
Hi friends. I am owning a suzuki access 125 since 2013. Still now I feeling so smooth to drive. I am very happy with this vehicle. This scooter is very good. The engine is very nice. Excellent engine. Good mileage. I am getting 48 in city and 52 to 55 in highways.,Suzuki
"Hi guys , I bought the access 125 at the end of the 2017 and it was a bad choice because its pickup is not much good and the shock absorbers are also very small, more than that I will suggest you the aviator bike than the access 125. The build quality is not that much good. The handle lock mechanism is very effort giving and creats problems in the future.",Suzuki
Hi guys its my very great experience about my suzuki acess 125 i'm very lucky to buy it,Suzuki
Hi guys my name is gaurav yadav and I would like to share my views on suzuki access it is a very fabulous ride if you are riding it with thoughts that it is a scooter.,Suzuki
Hi guys my name is rohan I had suzuki access 125 useing it from last 4 months it not have good mileage and for1 liter it giez only 25 km worst bike guys I am thinking to.sell it guys it battey will finish for 2 months only on night raiding the light is very weak cannot see properly so reffer good bikes like mahadary,Suzuki
"Hi guys! Im a suzuki employee working in a showroom, I can say that suzuki access 125cc is one of the best bike from suzuki motors. As im going to share my opinion on access 125. It comes with drum break, as well as rear disc break and also with a special mat finish coating called special edition. In drum style there are several colors red, blue, white, black, grey & silver. Other alloy with disc break bikes has only white, grey & black colors. The major highlight was its suspension, the front base tyres are higher than the back base, so we can handle the moped easily without hand pain. The engine was so good and smooth even when we are reaching 80km/h in an highway road, there is no vibration are heavy sound. Coming to the milleage part, it gives 40km in traffics inside the city and 45-50 km in in a highway road. For an overall performance it is good family bike, any one can drive the bike easily.",Suzuki
Hi guys.my brother is using suzuki access125 he purchased with 65k .it only gives 40km/liter but seating is good 2 mem can sit very freely to keep some laguage their is some space also and hadling is tooo good bt some noise will come while driving speed of suzuki is excellent but 65k is cool for this scooty we can control within few sec looks good,Suzuki
Hi hello Namaste.i have taken new Suzuki access 125 exactly 7 months back and let me give my review observations experience and so on.,Suzuki
"Hi hello friends ! I am Prathamesh and today I am write my experience for Suzuki access 125 I am use this bike and and write my experience in this review. I purchased this bike by loan I want to to Suzuki showroom. To buy good mileage bike Suzuki, staf suggested me access is good one for best mileage, I like this bike it's looking good when I take to taste drive, the power of bike is every some overall totally good features of it, according to showroom staff says the mileage of the bike is 60kilometre per litre. But still not excellent the mileage of 40 kmpl above I wanted",Suzuki
"Hi here I am using access125 past 9years, first I am very satisfied with access125 cc .compare to all other scootes pick up was very good and even heavy load it can control, it is very good to ride in cites and it good in long ride and good in meliage , and classic look .it will give royal look and more over time to time service is required manitaince cost is little high compare to other scootes most postive in this scoote is comfort and pick up .i prefar if u want to buy access125 , don't waste time buy it",Suzuki
"Hi im Soorya, recently I bought intruder in kr puram branch. Im so happy that I bought bike from there because of their hospitality. They gave bike knowledge very nicely. Especially mr. Jagadeesh. He supported me a lot in giving information. He treated me as his friend. And finally he gave my bike on time . Once again I m thankful to them.",Suzuki
Hi my friends today I am going to review about suzuki access 125 this bike is good.i brought this bike 1 month ago.it is very comportable bike and its style is awesome.sitting comport better then other bike.it has great mileage and its tyres are made very hardly.from this bike I can go to any city.its engine is eorking well and it is smooth to ride.this scooter have all the features which need a bike.i will definitely recommend this bike for who searching for a bike.this is my opinion.thank you,Suzuki
"Hi my name is Majid khan. Recently two years back I bought Suzuki access 125 bike I thought this will not work for me, but I was wrong. Its mileage is 50kmph. Now the latest one comes with 60 k.m.p.h. Its model is awesome and fantestic, fuel consumption is very low and very fast to drive on any rocky roads.It is a self control motor bike, its color and model to is very good.One can never reject it if he/she drives anytime. Spring action is too good, tyres are stiff and strong. Handling system is simple and easy to control. It is self starter system. Brakes are fine. A slight problem is beating system. It always looses beating system many times in my bike. Remaining everything is ok.",Suzuki
"Hi this bike is one of my best bike I ever ride, this Is Access 125 a street monster and what it meant by in Access 125 I will tell you the answer. Access 125 stands for naked sports. If we talk about the design the deign is scooter. This bike comes with pilot lights. At the front we will get the drum breaks . I bought bike a couple of months ago and I Never felt any issues about this bike. This bike comes with high powered light which is amazing This bike is aerodynamically amazing and offers you great stiffness on the road and great handling, It has does not twin spark engine which promises more power better performance. This bike has basic engine which offers less fuel emission. This bike has also function means it keeps always in headlight.",Suzuki
Hi today I want to tell about the beauty queen of Suzuki access 125.,Suzuki
Hi today i'm going share the excellence of suzuki acess125.this was the first scooter without gears was buyed in my home.this comes from suzuki company.it has a125cc engine.the pickup was very good from other scooters.the consumption of the fuel is very less compared to other scooters.the mileage is excellent.the reliability is good.the training of the scooter was very easy and also very to handle is easy.it is very well controlled in anytime.the breaking system is very nice.the tyres are also somewhat big compared to other.the performance of the riding on this scooter is excellent.the driving this scooter is very comfort to any age people and in any roads.the design was awsome and looks very beautiful. thanking you.,Suzuki
"Hi, I own a all new suzuki access 125 which I purchased on 1st may 2016. Last night me and my friend were coming from a party and at around night 11pm suddenly there were some strange sounds coming out of the engine. I suddenly stopped the vehicle and was checking what happened. I could not find any problem, but I was not able to start the vehicle after that. I have to push the vehicle to a nearby mechanic and got it checked there. The mechanic opened the engine and said that some part inside the engine got damaged and you vechicle cannot take self start now. He temporarily fixed it by using kick start and said me to show it in showroom. It has been only 1 year that I purchased access and I got a problem in the engine, in fact I got it serviced 1 month back from suzuki service center in malakpet gunj, hyderabad. I am dissapointed by owning suzuki. access got problem within 1 year.",Suzuki
"Hi, I'm using Suzuki access 125, it's very nice and comfortable for city roads, and I'm taking to my office regularly it's good mileage and good pickup, with low maintenance cost. It's very comfortable to bring my luggage from shops and any other place.",Suzuki
"Hi, Its been few months since I bought access 125 and riding it. I was satisfied with the product until I encountered problem with some of its components. Self start cable was damaged and I need to replace it with new one with in two months of purchase, irresponsible answer from service dealer when asked for the reason of early damage.",Suzuki
"Hi, Suzuki access 125 this scooty is using by one of by friend it as very bad in mileage and maintenance is very high when compared to other scooty and the no road grip with very light less and the quality of this scooty parts are very low and no resale value for this scooty it need to improve in mileage side and improve in quality of parts.",Suzuki
"Hi, guys suzuki accesss 125 are bike for sohping, trveling, busness are good and I like it to more I have two access",Suzuki
"Hi, my name is Deepak kumar, I was buy a suzuki access125 in varanasi and this bike is good for me in every angle. It is good for learn to girls. It have a japneese technology. It get start very quickly and its model is also so nice and under the seat is too much space for keep helmet and important document and it have a lock in main lock and its fuel cunsumption is ok . In varanasi road condition is too poor and suzuki access is confertable on this road. Suzuki access's average is so good. Suzuki access Seat space is also too good. Suzuki access's Battery is long life battery.",Suzuki
"Hi, today I would like to share my 2years experience about Suzuki Access 125 vehicle.",Suzuki
"Hi.i am using my access 125 from 19 days. I feel great. Good mileage, good pickup, awesome style, advance features like sep technology. I have done long journey I fell very happy I got 55 mileage even ride speed 60 to 80 speed engine sound is very nice. Handling and control is very smooth.breaking system could be better but I fell the scooter battery is not that good it has maintenance while a one who has buyed it can fell it. scooter is very good.",Suzuki
"Hii , the scooty suziki access 125 is the best city ride gearless bike handling and control is good and its really comfortable.the overall bike good and price is also quiet better as we are getting 125cc vehicle . In this range is very powerfull and comfortable bike for ladies and children and also for old man.",Suzuki
Hii Today I am tell about this product I am here to share you my personal experience for using Suzuki access 125. This is super I like this scooter it is very beautiful and attractive. It's around 45-50km per hour mileage on road with full of great comfortable sitting. This is speed of this Suzuki access 125 is absolutely amazing. This is feel classic look to drive and very good looking.,Suzuki
Hii all friends to day speak about suzuki access 125. This bike is a so powerful 125 cc and 4 stock engine in suzuki access 125. Tyre is to better grip. Suzuki less power more long distance to enjoy of ride. Suzuki In a long sit and more space for comfort to drive. Suzuki access 125 better suspension in use and any bump in easy to absorb this bike. That colour is so beautiful and stylish finishing in a suzuki access 125 . Hey everyone please you or family go to a show room and test drive today. Suzuki access 125 is a successful bike in our country. This bike is awesome friends.,Suzuki
Hii every one I m going to tell my experience about suzuki access 125 I learn two wheeler though this its pick up was awesome and it's new is belong all scooter I just loving have it my own good pickup but it have less mileage then other but in comparison of other scooters which I drive I think access 125 is good then other so just go for ita new model its so stylish also.,Suzuki
"Hii freinds this is the review about the new suzuki access 125 . this is the best scooty in the market now as it have a 125 cc suzuki engine which runs on petrol. the engine is so good as it gives a good power to the scooty . as the power of the engi is increased you dont have to worry about the mileage problem. this scooty gives you a mileage of 60 kmpl as the company says but the actual mileage is around 50-55 kmpl but when we see it from the engine side aand the comparisen with the other bikes this bike is amazingly good . some of my freind have this bike. as from the first ride itself I loved the scooty. this gives a smooth and stable drive. the road grip is amzing so that we get stability of the bike in our hands, some scooters are having the problem of stability nowadays.the bike gives good comfort of riding and have a good riding position for the both passengers traveling. the seat is having good cusion and soft that provide you comfort so you no need of extra cover cusion for comfort. the look is also good as they give a simple and casual look which make the bike even beutiful. I would suggest you this if you are looking to buy a new scooter",Suzuki
"Hii friends, Suzuki access 125 I like this scooter because of nice look, also the body is designed is very stylish & good, in this scooter give big space to put your material, helmet etc, also big space in foot rest to keep heavy materials, the Tyre is better grip you go fast or turn it cannot slip, it give more mileage with less petrol, it is very more important to now a days. Suzuki access 125 is successful bike in our country, Suzuki in long sit and more space for comfort to drive, hey everyone please you or friend or family go to showroom and must take a test drive of Suzuki access 125 is really good scooter.",Suzuki
Hii friends. when its come to scooty suzuki Access 125 its 110cc and good mileage its design is extraordinary its styslish has digital+ analoge meter. Good Grip. Seat size is well designed. Its totally comfart bike and has good pick up compared to lots of scooty. Well designed for college students,Suzuki
Hii guy I inform you about suzuki access 125 . Yesterday I purchase new suzuki access 125 this is good looking . This scooty was great silencer with chrome plated. Outstanding Mileage of this Scooty. It is very comfortable. Suzuki access have good pickup. I loved it I reliability on this scooty because of the greatest road grip. And also appeal is nice,Suzuki
Hii guys I purchase this scooty in june 2017 my bs4 model is always head lamp on technology it gives mileage only 62-64 kmpl and then city mileage gives 58-60 kmpl great pick up power is so great I love it perfomence is also great this is an attractive for students and college life student great in comfort analoage+ digital speedometer in this scooty boot space is 22 ltr boot space mobile charging slot also avialable in this scooty,Suzuki
"Hiiii friends, I experienced the ride of suzuki access 125 and I noticed that this scooty is not a good one. It starts creating fluctuations in few days so I recommend you to not buy this scooty. This is not an long lasting scooty. It also doesn't give us good comfort level and milege. It become useless in few months.",Suzuki
His astonishing look attract person to buy this buy before but now there so much type of bikes In india now,Suzuki
Hitting a child: You are in real trouble. Reach a police station within 2 minutes or else.,Suzuki
Hlo guys I am pawan dixit from kaithal in haryana.this scooter is very nice and his brand name is suzuki and model is access 125.this scooter prize is 61900.this scooter launch date is 3/14/2016.this scooter is body style is street and displacement is 124cc.the engine and transmission type is 4 cycle single cylinder. This scooter dimension is length is 1870mm.height is 1160mm.width is 655mm.wheel base is 1265mm.ground clerence and saddle height is 160mm and 780mm.the kerb weight of scooter is 102kg.,Suzuki
Home > Automotive > Two Wheelers > Bikes > By Brand > Suzuki Bikes > Suzuki Access 125,Suzuki
Honda access is not that much gud it is bad in mileage even the bike is very low weight bike by that we can fall down easyily reliability is too bad we can not take this bike in long trip bcoz it so less in weight and it is also not run problem in roads bcoz of small wheels and appel is also veryy low so it not better we need to increase his weight so it can run properly in road we need to change his road grip and mileage is also too bad bcoz of less milage we can’t ride this bike in city and also it looks is not as much better,Suzuki
"Honda started this trend with its energetic engine of Activa and stylish design of Dio. Access taken this to one more step by presenting a 125cc scooter. People who are inclined for more power and ability to overtake other bikes, without the burden of changing gears opt for access. For a normal user who simply wants a scooter for his/her day to day commutation,  scooters like Activa or wego would be sufficient.",Suzuki
"Honestly I am not being biased, it beats in performance as compared to its competition.",Suzuki
"Honestly I am saying this scooter is very very poor in mileage( 30 to 35) and need a high maintenance . Body type is very cheap not by looks and broken with very small accident . Believe me friends in one word its not upto mark , I have purchased this cause getting best mileage experience from gs150r . I sell it , now I am looking for a new scooter , if any one here please suggest me what should be better option in mileage segment . Please",Suzuki
Hope the company would have taken care to address these problems in the vehicles which are being pumped into the market now. Now we had to change one of the tyres as it was worn out just after a year.,Suzuki
"How many scooter manufacturers r their in India. Bajaj has no scooter in its bag which is worth riding. LML is not unisex scooter, hero honda pleasure targets only women.  Kinetic is a no- no when it comes to fuel consumption and maintainence. So in the end its only honda and suzuki. Activa ruling the roost for last 6 years and had no competition. In some cities it is still sold with booking. That is a great surprise to me when I went to purchase one. I could not wait for 21 days booking for a scooter. At that time I even did not know that a 125 cc scooter of suzuki exists on this earth which is available in my city READILY. For this 125 cc beauty I came to know only through internet surfing. And rest is history with a red suzuki( my son's favorite colour) in my garage.",Suzuki
